Regionskode,Regionsnavn,Kommunekode ,Kommunenavn,Ejerlavskode,Ejerlavsbetegnelse
1081,Nordjylland,860,Hjørring Kommune,560153,"Børglumkloster Enge, Børglum"
1081,Nordjylland,860,Hjørring Kommune,560154,"Hjortnæs, Børglum"
1081,Nordjylland,860,Hjørring Kommune,560155,"Lyngby Torp By, Børglum"
1081,Nordjylland,860,Hjørring Kommune,560156,"Mariegårde, Børglum"
1081,Nordjylland,860,Hjørring Kommune,560157,"Skøttrup By, Børglum"
1081,Nordjylland,860,Hjørring Kommune,560158,"Skrolleshede, Børglum"
1081,Nordjylland,860,Hjørring Kommune,560159,"Vittrup By, Børglum"
1081,Nordjylland,860,Hjørring Kommune,560251,"Em By, Em"
1081,Nordjylland,860,Hjørring Kommune,560252,"Vollerup By, Em"
1081,Nordjylland,860,Hjørring Kommune,560351,"Furreby By, Furreby"
1081,Nordjylland,860,Hjørring Kommune,560352,"Løkken Ladeplads, Furreby"
1081,Nordjylland,860,Hjørring Kommune,560451,"Hæstrup By, Hæstrup"
1081,Nordjylland,860,Hjørring Kommune,560452,"Hæstrup Hgd., Hæstrup"
1081,Nordjylland,860,Hjørring Kommune,560453,"Hæstrup Møllegård, Hæstrup"
1081,Nordjylland,860,Hjørring Kommune,560651,"Lyngby Torp By, Lyngby"
1081,Nordjylland,860,Hjørring Kommune,560652,"Lyngby By, Lyngby"
1081,Nordjylland,860,Hjørring Kommune,560751,"Rakkeby By, Rakkeby"
1081,Nordjylland,860,Hjørring Kommune,560752,"Snarup By, Rakkeby"
1081,Nordjylland,860,Hjørring Kommune,560851,"Ålstrup Gde., Sejlstrup"
1081,Nordjylland,860,Hjørring Kommune,560852,"Sejlstrup Hgd., Sejlstrup"
1081,Nordjylland,860,Hjørring Kommune,560853,"Smidstrup By, Sejlstrup"
1081,Nordjylland,860,Hjørring Kommune,561151,"Ås Hgd., Tårs"
1081,Nordjylland,860,Hjørring Kommune,561152,"Agdrup By, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561153,"Barholt, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561154,"Bjørnstrup, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561155,"Boller Hgd., Tårs"
1081,Nordjylland,860,Hjørring Kommune,561156,"Bollerskov, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561157,"Dalsmølle, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561158,"Graum By, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561159,"Græsdal Gde., Tårs"
1081,Nordjylland,860,Hjørring Kommune,561160,"Harpsø Gde., Tårs"
1081,Nordjylland,860,Hjørring Kommune,561161,"Hejselholt, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561162,"Hvidstedgård Hgd., Tårs"
1081,Nordjylland,860,Hjørring Kommune,561163,"Hvidsted By, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561164,"Karmisholt Gde., Tårs"
1081,Nordjylland,860,Hjørring Kommune,561165,"Kragvad, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561166,"Krogen, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561167,"Lindholt, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561168,"Morild, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561169,"Koldbro, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561170,"Ronten, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561171,"Sørup, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561172,"Stendal, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561173,"Stoksted Gde., Tårs"
1081,Nordjylland,860,Hjørring Kommune,561174,"St. Klarup By, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561175,"Sæsing By, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561176,"Sdr. Rom, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561177,"Tårs By, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561178,"Terpet By, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561179,"Tidemandsholm Hgd., Tårs"
1081,Nordjylland,860,Hjørring Kommune,561180,"Tykskov, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561181,"Østerheden, Tårs"
1081,Nordjylland,860,Hjørring Kommune,561451,"Vejby By, Vejby"
1081,Nordjylland,860,Hjørring Kommune,561551,"Borup By, Vrå"
1081,Nordjylland,860,Hjørring Kommune,561552,"Grønnerup By, Vrå"
1081,Nordjylland,860,Hjørring Kommune,561553,"Nr. Vrå By, Vrå"
1081,Nordjylland,860,Hjørring Kommune,561554,"Stenvad By, Vrå"
1081,Nordjylland,860,Hjørring Kommune,561555,"Sdr. Vrå By, Vrå"
1081,Nordjylland,860,Hjørring Kommune,561651,"Årup By, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561652,"Fuglsang, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561653,"Gønderup Gde., Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561654,"Grønnerup, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561655,"Græshede, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561656,"Gunderup By, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561657,"Harken, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561658,"Haurholm, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561659,"Høgsted By, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561660,"Lennestved, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561661,"Lie Gde., Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561662,"Guldager By, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561663,"Mynderup, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561664,"Sønderbroen, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561665,"Poulstrup By, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561666,"Rønnebjerg By, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561667,"Rønnovsholm Hgd., Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561668,"Skovbakken, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561669,"Pleth, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561670,"Tollestrup By, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561671,"Vrejlevkloster Hgd., Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561672,"Dammen, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561673,"Stokbro, Vrejlev"
1081,Nordjylland,860,Hjørring Kommune,561751,"Åsendrup By, Vrensted"
1081,Nordjylland,860,Hjørring Kommune,561752,"Vrensted By, Vrensted"
1081,Nordjylland,860,Hjørring Kommune,2004751,Hjørring Bygrunde
1081,Nordjylland,860,Hjørring Kommune,2004752,Hjørring Markjorder
1081,Nordjylland,860,Hjørring Kommune,2004753,"Bistrupgård, Hjørring Jorder"
1081,Nordjylland,860,Hjørring Kommune,2004754,"Bagterp, Hjørring Jorder"
1081,Nordjylland,860,Hjørring Kommune,2004755,"Brønderup, Hjørring Jorder"
1081,Nordjylland,860,Hjørring Kommune,2004756,"Fuglsig Hgd., Hjørring Jorder"
1081,Nordjylland,860,Hjørring Kommune,2004757,"Hesthaven, Hjørring Jorder"
1081,Nordjylland,849,Jammerbugt Kommune,570151,"Alstrup By, Alstrup"
1081,Nordjylland,849,Jammerbugt Kommune,570251,"Røgild By, Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,570351,"Gjøl By, Gjøl"
1081,Nordjylland,849,Jammerbugt Kommune,570352,"Bjerget By, Gjøl"
1081,Nordjylland,849,Jammerbugt Kommune,570451,"Hune By, Hune"
1081,Nordjylland,849,Jammerbugt Kommune,570551,"Brødslev By, Ingstrup"
1081,Nordjylland,849,Jammerbugt Kommune,570552,"Ingstrup Præstegård, Ingstrup"
1081,Nordjylland,849,Jammerbugt Kommune,570553,"Ingstrup By, Ingstrup"
1081,Nordjylland,849,Jammerbugt Kommune,570554,"Kettrupgård, Ingstrup"
1081,Nordjylland,849,Jammerbugt Kommune,570555,"Klitterne, Ingstrup"
1081,Nordjylland,849,Jammerbugt Kommune,570556,"Trudslev By, Ingstrup"
1081,Nordjylland,849,Jammerbugt Kommune,570651,"Lundergård Hgd., Jetsmark"
1081,Nordjylland,849,Jammerbugt Kommune,570652,"Den mellemste Del, Jetsmark"
1081,Nordjylland,849,Jammerbugt Kommune,570653,"Den nordlige Del, Jetsmark"
1081,Nordjylland,849,Jammerbugt Kommune,570654,"Den sydlige Del, Jetsmark"
1081,Nordjylland,849,Jammerbugt Kommune,570655,"Toftegård, Jetsmark"
1081,Nordjylland,849,Jammerbugt Kommune,570656,"Vildmosen, Jetsmark"
1081,Nordjylland,849,Jammerbugt Kommune,570751,"Ejersted By, Saltum"
1081,Nordjylland,849,Jammerbugt Kommune,570752,"Fårup By, Saltum"
1081,Nordjylland,849,Jammerbugt Kommune,570753,"Jonstrup By, Saltum"
1081,Nordjylland,849,Jammerbugt Kommune,570754,"Nr. Saltum By, Saltum"
1081,Nordjylland,849,Jammerbugt Kommune,570755,"Sdr. Saltum By, Saltum"
1081,Nordjylland,849,Jammerbugt Kommune,570756,"Torpet By, Saltum"
1081,Nordjylland,849,Jammerbugt Kommune,570757,"Vestrupgård, Saltum"
1081,Nordjylland,849,Jammerbugt Kommune,570758,"Østrup By, Saltum"
1081,Nordjylland,849,Jammerbugt Kommune,570851,"Den nordvestlige Del, Vedsted"
1081,Nordjylland,849,Jammerbugt Kommune,570852,"Den sydøstlige Del, Vedsted"
1081,Nordjylland,849,Jammerbugt Kommune,570853,"Fristrup By, Vedsted"
1081,Nordjylland,849,Jammerbugt Kommune,570951,"V. Hjermitslev By, V. Hjermitslev"
1081,Nordjylland,849,Jammerbugt Kommune,580251,"Bejstrup By, Bejstrup"
1081,Nordjylland,849,Jammerbugt Kommune,580252,"Manstrup By, Bejstrup"
1081,Nordjylland,849,Jammerbugt Kommune,580253,"Tanderupgård, Bejstrup"
1081,Nordjylland,849,Jammerbugt Kommune,580351,"Bratskov Hgd., Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,580352,"Brovst By, Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,580353,"Jægerumgård, Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,580354,"Langeslund, Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,580355,"Nr. Økse By, Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,580356,"Nr. Økse Sø, Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,580357,"Søndermølle, Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,580358,"Sdr. Økse By, Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,580359,"Vilsbæksminde, Brovst"
1081,Nordjylland,849,Jammerbugt Kommune,580451,"Bonderup By, Haverslev"
1081,Nordjylland,849,Jammerbugt Kommune,580452,"Haverslev By, Haverslev"
1081,Nordjylland,849,Jammerbugt Kommune,580453,"Holmsø By, Haverslev"
1081,Nordjylland,849,Jammerbugt Kommune,580454,"Lørsted By, Haverslev"
1081,Nordjylland,849,Jammerbugt Kommune,580455,"Tanderup By, Haverslev"
1081,Nordjylland,849,Jammerbugt Kommune,580551,"Lerup Præstegård, Lerup"
1081,Nordjylland,849,Jammerbugt Kommune,580552,"Lerup Klitter, Lerup"
1081,Nordjylland,849,Jammerbugt Kommune,580553,"Lien Gde., Lerup"
1081,Nordjylland,849,Jammerbugt Kommune,580554,"Mølgård, Lerup"
1081,Nordjylland,849,Jammerbugt Kommune,580555,"Stagstedgård, Lerup"
1081,Nordjylland,849,Jammerbugt Kommune,580556,"Telling By, Lerup"
1081,Nordjylland,849,Jammerbugt Kommune,580557,"Tværkær, Lerup"
1081,Nordjylland,849,Jammerbugt Kommune,580651,"Ålegård Hgd., Skræm"
1081,Nordjylland,849,Jammerbugt Kommune,580652,"Skræm By, Skræm"
1081,Nordjylland,849,Jammerbugt Kommune,580653,"Tanderupgårde, Skræm"
1081,Nordjylland,849,Jammerbugt Kommune,580751,"Janum By, Ø. Svenstrup"
1081,Nordjylland,849,Jammerbugt Kommune,580752,"Næsgård, Ø. Svenstrup"
1081,Nordjylland,849,Jammerbugt Kommune,580753,"Nr. Skovsgård, Ø. Svenstrup"
1081,Nordjylland,849,Jammerbugt Kommune,580754,"Ø. Svenstrup By, Ø. Svenstrup"
1081,Nordjylland,849,Jammerbugt Kommune,580755,"Sdr. Skovsgård, Ø. Svenstrup"
1081,Nordjylland,849,Jammerbugt Kommune,580851,"Årup By, Torslev"
1081,Nordjylland,849,Jammerbugt Kommune,580852,"Alsbjerg By, Torslev"
1081,Nordjylland,849,Jammerbugt Kommune,580853,"Attrup By, Torslev"
1081,Nordjylland,849,Jammerbugt Kommune,580854,"Flegum By, Torslev"
1081,Nordjylland,849,Jammerbugt Kommune,580855,"Kokkedal Hgd., Torslev"
1081,Nordjylland,849,Jammerbugt Kommune,580856,"Torslev By, Torslev"
1081,Nordjylland,849,Jammerbugt Kommune,580951,"Bratbjerg Gde., Tranum"
1081,Nordjylland,849,Jammerbugt Kommune,580952,"Ejstrup By, Tranum"
1081,Nordjylland,849,Jammerbugt Kommune,580953,"Jarmsted By, Tranum"
1081,Nordjylland,849,Jammerbugt Kommune,580954,"Nr. Bratbjerg, Tranum"
1081,Nordjylland,849,Jammerbugt Kommune,580955,"Sdr. Bratbjerg By, Tranum"
1081,Nordjylland,849,Jammerbugt Kommune,580956,"Tranum By, Tranum"
1081,Nordjylland,849,Jammerbugt Kommune,581051,"Oxholm Hgd., Øland"
1081,Nordjylland,849,Jammerbugt Kommune,581052,"Hvolgård, Øland"
1081,Nordjylland,849,Jammerbugt Kommune,600151,"Birkelse Hgd., Åby"
1081,Nordjylland,849,Jammerbugt Kommune,600152,"Åby By, Åby"
1081,Nordjylland,849,Jammerbugt Kommune,600153,"Vildmosen, Åby"
1081,Nordjylland,849,Jammerbugt Kommune,600451,"Biersted By, Biersted"
1081,Nordjylland,849,Jammerbugt Kommune,600452,"Bjørnkær Hgd., Biersted"
1081,Nordjylland,849,Jammerbugt Kommune,600453,"Nørhalne By, Biersted"
1081,Nordjylland,849,Jammerbugt Kommune,600454,"Vildmosen, Biersted"
1081,Nordjylland,849,Jammerbugt Kommune,680251,"Gøttrup By, Gøttrup"
1081,Nordjylland,849,Jammerbugt Kommune,680252,"Øslev By, Gøttrup"
1081,Nordjylland,849,Jammerbugt Kommune,680351,"Fasmali, Hjortdal"
1081,Nordjylland,849,Jammerbugt Kommune,680352,"Hjortdal By, Hjortdal"
1081,Nordjylland,849,Jammerbugt Kommune,680353,"Nørtorup, Hjortdal"
1081,Nordjylland,849,Jammerbugt Kommune,680354,"Slettegård, Hjortdal"
1081,Nordjylland,849,Jammerbugt Kommune,680355,"V. Svenstrup By, Hjortdal"
1081,Nordjylland,849,Jammerbugt Kommune,680451,"Ågård Hgd., Kettrup"
1081,Nordjylland,849,Jammerbugt Kommune,680452,"Husby By, Kettrup"
1081,Nordjylland,849,Jammerbugt Kommune,680453,"Kettrup By, Kettrup"
1081,Nordjylland,849,Jammerbugt Kommune,680454,"Øslev By, Kettrup"
1081,Nordjylland,849,Jammerbugt Kommune,680551,"Klim By, Klim"
1081,Nordjylland,849,Jammerbugt Kommune,680651,"Andrup By, Kollerup"
1081,Nordjylland,849,Jammerbugt Kommune,680652,"Brøndum By, Kollerup"
1081,Nordjylland,849,Jammerbugt Kommune,680653,"Årupgård, Kollerup"
1081,Nordjylland,849,Jammerbugt Kommune,680654,"Hingelbjerg Gde., Kollerup"
1081,Nordjylland,849,Jammerbugt Kommune,680655,"Kollerup By, Kollerup"
1081,Nordjylland,849,Jammerbugt Kommune,680656,"Fjerritslev By, Kollerup"
1081,Nordjylland,849,Jammerbugt Kommune,681051,"Holme By, V. Torup"
1081,Nordjylland,849,Jammerbugt Kommune,681052,"Torup Strandhuse, V. Torup"
1081,Nordjylland,849,Jammerbugt Kommune,681053,"Ullerup By, V. Torup"
1081,Nordjylland,849,Jammerbugt Kommune,681054,"V. Torup By, V. Torup"
1081,Nordjylland,849,Jammerbugt Kommune,681151,"Holme By, Vust"
1081,Nordjylland,849,Jammerbugt Kommune,681152,"Vust By, Vust"
1081,Nordjylland,849,Jammerbugt Kommune,681153,"Lund Fjord, Vust"
1081,Nordjylland,849,Jammerbugt Kommune,681154,"Ø. Vejler, Vust"
1081,Nordjylland,825,Læsø Kommune,590151,"Byrum By, Byrum"
1081,Nordjylland,825,Læsø Kommune,590152,"Vesterø By, Byrum"
1081,Nordjylland,825,Læsø Kommune,590251,"Den vestlige Del, Hals"
1081,Nordjylland,825,Læsø Kommune,590252,"Østerby By, Hals"
1081,Nordjylland,825,Læsø Kommune,590351,"Vesterø By, Vesterø"
1081,Nordjylland,825,Læsø Kommune,590352,"Ndr. Rønner, Vesterø"
1081,Nordjylland,846,Mariagerfjord Kommune,640151,"Als By, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640152,"Als Overdrev, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640153,"Buddum By, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640154,"Fruerlund By, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640155,"Haslevgårde, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640156,"Hedegårde By, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640157,"Helberskov By, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640158,"Nr. Hurup By, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640159,"Odde By, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640160,"Sdr. Hurup By, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640161,"Tofte Skov, Als"
1081,Nordjylland,846,Mariagerfjord Kommune,640251,"Astrup By, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640252,"Borup By, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640253,"Ti Steder, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640254,"Horsmosegårde, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640255,"Ll. Arden By, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640256,"Møldrup By, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640257,"Kærbjerg Skov, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640258,"Akselterp By, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640259,"Tisted By, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640260,"Trinnerup By, Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640261,"Villestrup Hgd., Astrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640351,"Døstrup By, Døstrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640352,"Finderup By, Døstrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640451,"Hørby By, Hørby"
1081,Nordjylland,846,Mariagerfjord Kommune,640452,"Kirketerp By, Hørby"
1081,Nordjylland,846,Mariagerfjord Kommune,640453,"Tobberup By, Hørby"
1081,Nordjylland,846,Mariagerfjord Kommune,640551,"Barsbøl By, Ove"
1081,Nordjylland,846,Mariagerfjord Kommune,640552,"Houtved By, Ove"
1081,Nordjylland,846,Mariagerfjord Kommune,640553,"Kielstrup By, Ove"
1081,Nordjylland,846,Mariagerfjord Kommune,640554,"Lånhus, Ove"
1081,Nordjylland,846,Mariagerfjord Kommune,640555,"Ovegård Hgd., Ove"
1081,Nordjylland,846,Mariagerfjord Kommune,640556,"Ove By, Ove"
1081,Nordjylland,846,Mariagerfjord Kommune,640557,"Overkarls Gde., Ove"
1081,Nordjylland,846,Mariagerfjord Kommune,640558,"Stubberup By, Ove"
1081,Nordjylland,846,Mariagerfjord Kommune,640751,"Rold By, Rold"
1081,Nordjylland,846,Mariagerfjord Kommune,640752,"Toruphedegård, Rold"
1081,Nordjylland,846,Mariagerfjord Kommune,640851,"Blegedy Gde., Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640852,"Brøndbjerg By, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640853,"Hedegårde By, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640854,"Lundgård By, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640855,"Monstrup By, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640856,"Marienborg, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640857,"Rostrup By, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640858,"Stenstrup By, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640859,"Tostrup By, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640860,"Viveterpgård, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,640861,"Vrå Ejerlav, Rostrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641051,"Skelund By, Skelund"
1081,Nordjylland,846,Mariagerfjord Kommune,641052,"Veddum By, Skelund"
1081,Nordjylland,846,Mariagerfjord Kommune,641251,"Hannerup Gde., Stenild"
1081,Nordjylland,846,Mariagerfjord Kommune,641351,"Hesselholt By, St. Arden"
1081,Nordjylland,846,Mariagerfjord Kommune,641352,"Hesselholt Huse, St. Arden"
1081,Nordjylland,846,Mariagerfjord Kommune,641353,"Holthuse, St. Arden"
1081,Nordjylland,846,Mariagerfjord Kommune,641354,"Klarlund, St. Arden"
1081,Nordjylland,846,Mariagerfjord Kommune,641355,"St. Arden By, St. Arden"
1081,Nordjylland,846,Mariagerfjord Kommune,641356,"Vejrholt, St. Arden"
1081,Nordjylland,846,Mariagerfjord Kommune,641451,"Bramslev By, Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641452,"Ulstrup By, Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641453,"Krogen, Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641454,"Redsø By, Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641455,"Røkkendal By, Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641456,"Skovbo By, Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641457,"Skovsgård, Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641458,"Staverslund Gde., Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641459,"Tofte By, Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641460,"Valsgård By, Valsgård"
1081,Nordjylland,846,Mariagerfjord Kommune,641551,"Fragdrup By, Vebbestrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641552,"Gandrup By, Vebbestrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641553,"Hvarre By, Vebbestrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641554,"Høndrup By, Vebbestrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641555,"Stokholm By, Vebbestrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641556,"True By, Vebbestrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641557,"Vebbestrup By, Vebbestrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641558,"V. Doense By, Vebbestrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641559,"Ø. Doense By, Vebbestrup"
1081,Nordjylland,846,Mariagerfjord Kommune,641651,"Glerup By, Visborg"
1081,Nordjylland,846,Mariagerfjord Kommune,641652,"Glerupgård, Visborg"
1081,Nordjylland,846,Mariagerfjord Kommune,641653,"Havnø Hgd., Visborg"
1081,Nordjylland,846,Mariagerfjord Kommune,641654,"Stenbjerghus, Visborg"
1081,Nordjylland,846,Mariagerfjord Kommune,641655,"V. Lovnkær, Visborg"
1081,Nordjylland,846,Mariagerfjord Kommune,641656,"Visborg By, Visborg"
1081,Nordjylland,846,Mariagerfjord Kommune,641657,"Visborggård Hgd., Visborg"
1081,Nordjylland,846,Mariagerfjord Kommune,641751,"Dalsgård Hgd., Vive"
1081,Nordjylland,846,Mariagerfjord Kommune,641752,"Grevelund By, Vive"
1081,Nordjylland,846,Mariagerfjord Kommune,641753,"Koldbæk, Vive"
1081,Nordjylland,846,Mariagerfjord Kommune,641754,"Stevn By, Vive"
1081,Nordjylland,846,Mariagerfjord Kommune,641755,"Vivebrogård, Vive"
1081,Nordjylland,846,Mariagerfjord Kommune,641756,"Vive By, Vive"
1081,Nordjylland,846,Mariagerfjord Kommune,641757,"Østergårde By, Vive"
1081,Nordjylland,846,Mariagerfjord Kommune,641851,"Hald-Tostrup By, Øls"
1081,Nordjylland,846,Mariagerfjord Kommune,641852,"Øls By, Øls"
1081,Nordjylland,846,Mariagerfjord Kommune,641951,"Hadsund By, Hadsund"
1081,Nordjylland,846,Mariagerfjord Kommune,760651,"Hvilsom By, Hvilsom"
1081,Nordjylland,846,Mariagerfjord Kommune,760653,"Tollestrup By, Hvilsom"
1081,Nordjylland,846,Mariagerfjord Kommune,760654,"V. Gundestrup, Hvilsom"
1081,Nordjylland,846,Mariagerfjord Kommune,761152,"Dalsgård, Simested"
1081,Nordjylland,846,Mariagerfjord Kommune,761156,"Korsø By, Simested"
1081,Nordjylland,846,Mariagerfjord Kommune,761157,"Korsøgård Hgd., Simested"
1081,Nordjylland,846,Mariagerfjord Kommune,870151,"Assens By, Falslev"
1081,Nordjylland,846,Mariagerfjord Kommune,870152,"Falslev By, Falslev"
1081,Nordjylland,846,Mariagerfjord Kommune,870153,"Blæsborg, Falslev"
1081,Nordjylland,846,Mariagerfjord Kommune,870154,"Fladbjerg By, Falslev"
1081,Nordjylland,846,Mariagerfjord Kommune,870251,"Hem By, Hem"
1081,Nordjylland,846,Mariagerfjord Kommune,870252,"Kvottrup Gde., Hem"
1081,Nordjylland,846,Mariagerfjord Kommune,870253,"Skrødstrup By, Hem"
1081,Nordjylland,846,Mariagerfjord Kommune,870351,"Brøndum By, Hvornum"
1081,Nordjylland,846,Mariagerfjord Kommune,870352,"Hvornum By, Hvornum"
1081,Nordjylland,846,Mariagerfjord Kommune,870353,"Lillemølle, Hvornum"
1081,Nordjylland,846,Mariagerfjord Kommune,870354,"Trinderup, Hvornum"
1081,Nordjylland,846,Mariagerfjord Kommune,870551,"Nr. Onsild By, Nr. Onsild"
1081,Nordjylland,846,Mariagerfjord Kommune,870651,"Edderup By, Sem"
1081,Nordjylland,846,Mariagerfjord Kommune,870652,"Sem By, Sem"
1081,Nordjylland,846,Mariagerfjord Kommune,870851,"Gundestrupgård, Snæbum"
1081,Nordjylland,846,Mariagerfjord Kommune,870852,"Snæbum By, Snæbum"
1081,Nordjylland,846,Mariagerfjord Kommune,870951,"Charlottenpris, Svenstrup"
1081,Nordjylland,846,Mariagerfjord Kommune,870952,"Gunderup By, Svenstrup"
1081,Nordjylland,846,Mariagerfjord Kommune,870953,"Kjellerup Hgd., Svenstrup"
1081,Nordjylland,846,Mariagerfjord Kommune,870954,"Kjellerup Skov, Svenstrup"
1081,Nordjylland,846,Mariagerfjord Kommune,870955,"Kvottrup Mølle, Svenstrup"
1081,Nordjylland,846,Mariagerfjord Kommune,870956,"Svenstrup By, Svenstrup"
1081,Nordjylland,846,Mariagerfjord Kommune,870957,"True By, Svenstrup"
1081,Nordjylland,846,Mariagerfjord Kommune,871051,"Sdr. Onsild By, Sdr. Onsild"
1081,Nordjylland,846,Mariagerfjord Kommune,871052,"Sdr. Onsild Enge, Sdr. Onsild"
1081,Nordjylland,846,Mariagerfjord Kommune,871053,"Ulstrup By, Sdr. Onsild"
1081,Nordjylland,846,Mariagerfjord Kommune,880552,"Trudsholm Hgd., Kastbjerg"
