Regionskode,Regionsnavn,Kommunekode ,Kommunenavn,Ejerlavskode,Ejerlavsbetegnelse
1082,Midtjylland,707,Norddjurs Kommune,941352,"Emmelev By, Rimsø"
1082,Midtjylland,707,Norddjurs Kommune,941353,"Rimsø By, Rimsø"
1082,Midtjylland,707,Norddjurs Kommune,941551,"Veggerslev By, Veggerslev"
1082,Midtjylland,707,Norddjurs Kommune,941651,"Dalstrup By, Villersø"
1082,Midtjylland,707,Norddjurs Kommune,941652,"Villersø By, Villersø"
1082,Midtjylland,707,Norddjurs Kommune,941751,"Sangstrup By, Voldby"
1082,Midtjylland,707,Norddjurs Kommune,941752,"Thorsø By, Voldby"
1082,Midtjylland,707,Norddjurs Kommune,941753,"Voldby By, Voldby"
1082,Midtjylland,707,Norddjurs Kommune,941851,"Basland, Ørum"
1082,Midtjylland,707,Norddjurs Kommune,941852,"Dystrup By, Ørum"
1082,Midtjylland,707,Norddjurs Kommune,941853,"Kni By, Ørum"
1082,Midtjylland,707,Norddjurs Kommune,941854,"Kvisthus, Ørum"
1082,Midtjylland,707,Norddjurs Kommune,941855,"Overbroen By, Ørum"
1082,Midtjylland,707,Norddjurs Kommune,941856,"Ramten By, Ørum"
1082,Midtjylland,707,Norddjurs Kommune,941857,"Ramten Hede, Ørum"
1082,Midtjylland,707,Norddjurs Kommune,941858,"Ulstrup By, Ørum"
1082,Midtjylland,707,Norddjurs Kommune,941859,"Ørbækgård Hgd., Ørum"
1082,Midtjylland,707,Norddjurs Kommune,941860,"Ørum By, Ørum"
1082,Midtjylland,707,Norddjurs Kommune,970151,"Ålsrode By, Ålsø"
1082,Midtjylland,707,Norddjurs Kommune,970152,"Ålsrode Skov, Ålsø"
1082,Midtjylland,707,Norddjurs Kommune,970153,"Ålsø By, Ålsø"
1082,Midtjylland,707,Norddjurs Kommune,970154,"Fuglsang By, Ålsø"
1082,Midtjylland,707,Norddjurs Kommune,970155,"Hessel Hgd., Ålsø"
1082,Midtjylland,707,Norddjurs Kommune,970156,"Høbjerg By, Ålsø"
1082,Midtjylland,707,Norddjurs Kommune,970157,"Katholm Hgd., Ålsø"
1082,Midtjylland,707,Norddjurs Kommune,970251,"Albøge By, Albøge"
1082,Midtjylland,707,Norddjurs Kommune,970252,"Hallendrup By, Albøge"
1082,Midtjylland,707,Norddjurs Kommune,970253,"Kolindsund, Albøge"
1082,Midtjylland,707,Norddjurs Kommune,970254,"Nederst Mark, Albøge"
1082,Midtjylland,707,Norddjurs Kommune,970255,"Søby By, Albøge"
1082,Midtjylland,707,Norddjurs Kommune,970651,"Glatved By, Hoed"
1082,Midtjylland,707,Norddjurs Kommune,970652,"Hoed By, Hoed"
1082,Midtjylland,707,Norddjurs Kommune,970653,"Østerballe By, Hoed"
1082,Midtjylland,707,Norddjurs Kommune,970751,"Homå By, Homå"
1082,Midtjylland,707,Norddjurs Kommune,970752,"Lund By, Homå"
1082,Midtjylland,707,Norddjurs Kommune,971051,"Allelev By, Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971052,"Fladstrup By, Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971053,"Fævejle Hgd., Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971054,"Kolindsund, Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971055,"Lykkesholm Hgd., Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971056,"Lyngby By, Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971057,"Nygård, Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971058,"Obdrup By, Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971059,"Pismølle, Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971060,"Saldrup By, Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971061,"Trustrup By, Lyngby"
1082,Midtjylland,707,Norddjurs Kommune,971451,"Ingvorstrup, Vejlby"
1082,Midtjylland,707,Norddjurs Kommune,971452,"Kolindsund, Vejlby"
1082,Midtjylland,707,Norddjurs Kommune,971453,"Ll. Mølle, Vejlby"
1082,Midtjylland,707,Norddjurs Kommune,971454,"Revn By, Vejlby"
1082,Midtjylland,707,Norddjurs Kommune,971455,"Tolstrup By, Vejlby"
1082,Midtjylland,707,Norddjurs Kommune,971456,"Vejlby By, Vejlby"
1082,Midtjylland,707,Norddjurs Kommune,2005851,Grenaa Bygrunde
1082,Midtjylland,707,Norddjurs Kommune,2005852,Grenaa Markjorder
1082,Midtjylland,707,Norddjurs Kommune,2005853,"Bredstrup, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005854,"Debild Hede, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005855,"Enslev, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005856,"Kirial, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005857,"Kolindsund, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005858,"Over Slemming, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005859,"Åstrup, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005860,"Dolmer, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005861,"Robstrup, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005862,"Hammelev, Grenaa Jorder"
1082,Midtjylland,707,Norddjurs Kommune,2005863,"Stensmark, Grenaa Jorder"
1082,Midtjylland,727,Odder Kommune,1000151,"Alrø By, Alrø"
1082,Midtjylland,727,Odder Kommune,1000251,"Bovlstrup By, Bjerager"
1082,Midtjylland,727,Odder Kommune,1000252,"Bjerager By, Bjerager"
1082,Midtjylland,727,Odder Kommune,1000253,"Dyngby By, Bjerager"
1082,Midtjylland,727,Odder Kommune,1000254,"Hylken By, Bjerager"
1082,Midtjylland,727,Odder Kommune,1000255,"Rørt By, Bjerager"
1082,Midtjylland,727,Odder Kommune,1000351,"Åkær Hgd., Falling"
1082,Midtjylland,727,Odder Kommune,1000352,"Ålstrup By, Falling"
1082,Midtjylland,727,Odder Kommune,1000353,"Damsgård, Falling"
1082,Midtjylland,727,Odder Kommune,1000354,"Falling By, Falling"
1082,Midtjylland,727,Odder Kommune,1000355,"Amstrup By, Falling"
1082,Midtjylland,727,Odder Kommune,1000356,"Lundhof, Falling"
1082,Midtjylland,727,Odder Kommune,1000451,"Dybvad Hgd., Gosmer"
1082,Midtjylland,727,Odder Kommune,1000452,"Fensten By, Gosmer"
1082,Midtjylland,727,Odder Kommune,1000453,"Gersdorffslund Hgd., Gosmer"
1082,Midtjylland,727,Odder Kommune,1000454,"Gosmer By, Gosmer"
1082,Midtjylland,727,Odder Kommune,1000455,"Smederup By, Gosmer"
1082,Midtjylland,727,Odder Kommune,1000456,"Søby By, Gosmer"
1082,Midtjylland,727,Odder Kommune,1000551,"Gylling By, Gylling"
1082,Midtjylland,727,Odder Kommune,1000552,"Lerdrup By, Gylling"
1082,Midtjylland,727,Odder Kommune,1000553,"Søby By, Gylling"
1082,Midtjylland,727,Odder Kommune,1000651,"Halling By, Halling"
1082,Midtjylland,727,Odder Kommune,1000652,"Spøttrup By, Halling"
1082,Midtjylland,727,Odder Kommune,1000751,"Hadrup By, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000752,"Hundslund By, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000753,"Kærsgårde, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000754,"Oldrup By, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000755,"Ovdrup, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000756,"Skablund By, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000757,"Svinballe By, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000758,"Sondrup By, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000759,"Tendrup Gde., Hundslund"
1082,Midtjylland,727,Odder Kommune,1000760,"Torup By, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000761,"Trustrup By, Hundslund"
1082,Midtjylland,727,Odder Kommune,1000853,"Rantzausgave Hgd., Hvilsted"
1082,Midtjylland,727,Odder Kommune,1000951,"Assedrup By, Nølev"
1082,Midtjylland,727,Odder Kommune,1000952,"Nølev By, Nølev"
1082,Midtjylland,727,Odder Kommune,1001051,"Balle By, Odder"
1082,Midtjylland,727,Odder Kommune,1001052,"Fillerup By, Odder"
1082,Midtjylland,727,Odder Kommune,1001053,"Morsholt By, Odder"
1082,Midtjylland,727,Odder Kommune,1001054,"Ondrup By, Odder"
1082,Midtjylland,727,Odder Kommune,1001055,"Rathlousdal Hgd., Odder"
1082,Midtjylland,727,Odder Kommune,1001056,"Rodsteenseje Hgd., Odder"
1082,Midtjylland,727,Odder Kommune,1001057,"Snærild By, Odder"
1082,Midtjylland,727,Odder Kommune,1001058,"Svorbæk By, Odder"
1082,Midtjylland,727,Odder Kommune,1001059,"Tvenstrup By, Odder"
1082,Midtjylland,727,Odder Kommune,1001060,"Odder By, Odder"
1082,Midtjylland,727,Odder Kommune,1001151,"Randlev By, Randlev"
1082,Midtjylland,727,Odder Kommune,1001251,"Kysing By, Saksild"
1082,Midtjylland,727,Odder Kommune,1001252,"Kysing Sø, Saksild"
1082,Midtjylland,727,Odder Kommune,1001253,"Rude By, Saksild"
1082,Midtjylland,727,Odder Kommune,1001254,"Saksild By, Saksild"
1082,Midtjylland,727,Odder Kommune,1001351,"Fensholt By, Torrild"
1082,Midtjylland,727,Odder Kommune,1001352,"Krogstrup By, Torrild"
1082,Midtjylland,727,Odder Kommune,1001353,"Torrild By, Torrild"
1082,Midtjylland,727,Odder Kommune,1001451,"Dybvad Hgd., Ørting"
1082,Midtjylland,727,Odder Kommune,1001452,"Kærshaven, Ørting"
1082,Midtjylland,727,Odder Kommune,1001453,"Ørting By, Ørting"
1082,Midtjylland,727,Odder Kommune,1030154,"Drammelstrup By, Astrup"
1082,Midtjylland,727,Odder Kommune,1031151,"Tunø By, Tunø"
1082,Midtjylland,730,Randers Kommune,770151,"Ålum By, Ålum"
1082,Midtjylland,730,Randers Kommune,770152,"Fussingø Hgd., Ålum"
1082,Midtjylland,730,Randers Kommune,770153,"Gjandrup By, Ålum"
1082,Midtjylland,730,Randers Kommune,770154,"Svinding By, Ålum"
1082,Midtjylland,730,Randers Kommune,770155,"Venning By, Ålum"
1082,Midtjylland,730,Randers Kommune,770156,"Volstrup, Ålum"
1082,Midtjylland,730,Randers Kommune,770251,"Over Fussing By, Ø. Bjerregrav"
1082,Midtjylland,730,Randers Kommune,770252,"Ø. Bjerregrav By, Ø. Bjerregrav"
1082,Midtjylland,730,Randers Kommune,770451,"Jomfruholm, Hornbæk"
1082,Midtjylland,730,Randers Kommune,770452,"Neder Hornbæk By, Hornbæk"
1082,Midtjylland,730,Randers Kommune,770453,"Over Hornbæk By, Hornbæk"
1082,Midtjylland,730,Randers Kommune,770751,"Læsten By, Læsten"
1082,Midtjylland,730,Randers Kommune,770851,"Nørbæk By, Nørbæk"
1082,Midtjylland,730,Randers Kommune,770951,"Rejstrup By, Sønderbæk"
1082,Midtjylland,730,Randers Kommune,770952,"Sønderbæk By, Sønderbæk"
1082,Midtjylland,730,Randers Kommune,771051,"Jomfruholm, Tånum"
1082,Midtjylland,730,Randers Kommune,771052,"Tånum By, Tånum"
1082,Midtjylland,730,Randers Kommune,780351,"Grensten By, Grensten"
1082,Midtjylland,730,Randers Kommune,780352,"Stevnstrup By, Grensten"
1082,Midtjylland,730,Randers Kommune,780451,"Helstrup By, Helstrup"
1082,Midtjylland,730,Randers Kommune,780751,"Hollerup By, Langå"
1082,Midtjylland,730,Randers Kommune,780752,"Langå By, Langå"
1082,Midtjylland,730,Randers Kommune,781251,"Torup By, Torup"
1082,Midtjylland,730,Randers Kommune,781951,"Ø. Velling By, Ø. Velling"
1082,Midtjylland,730,Randers Kommune,880151,"Binderup By, Dalbyneder"
1082,Midtjylland,730,Randers Kommune,880152,"Dalbyneder By, Dalbyneder"
1082,Midtjylland,730,Randers Kommune,880153,"Dalbyneder Lund, Dalbyneder"
1082,Midtjylland,730,Randers Kommune,880251,"Dalbyover By, Dalbyover"
1082,Midtjylland,730,Randers Kommune,880252,"Stangerum By, Dalbyover"
1082,Midtjylland,730,Randers Kommune,880253,"Vinstrup By, Dalbyover"
1082,Midtjylland,730,Randers Kommune,880351,"Enslev By, Enslev"
1082,Midtjylland,730,Randers Kommune,880451,"Blenstrup By, Gjerlev"
1082,Midtjylland,730,Randers Kommune,880452,"Gjerlev By, Gjerlev"
1082,Midtjylland,730,Randers Kommune,880453,"Vindbylund Gde., Gjerlev"
1082,Midtjylland,730,Randers Kommune,880551,"Kastbjerg By, Kastbjerg"
1082,Midtjylland,730,Randers Kommune,880552,"Trudsholm Hgd., Kastbjerg"
1082,Midtjylland,730,Randers Kommune,880553,"Ø. Kondrup By, Kastbjerg"
1082,Midtjylland,730,Randers Kommune,880651,"Kærby By, Kærby"
1082,Midtjylland,730,Randers Kommune,880652,"Kærbygård, Kærby"
1082,Midtjylland,730,Randers Kommune,880751,"Dalsgård, Råby"
1082,Midtjylland,730,Randers Kommune,880752,"Demstrup Hgd., Råby"
1082,Midtjylland,730,Randers Kommune,880753,"Demstrup Vasehuse, Råby"
1082,Midtjylland,730,Randers Kommune,880754,"Knejsted By, Råby"
1082,Midtjylland,730,Randers Kommune,880755,"Råby By, Råby"
1082,Midtjylland,730,Randers Kommune,880851,"Mellempoldene, Sødring"
1082,Midtjylland,730,Randers Kommune,880852,"Sødring By, Sødring"
1082,Midtjylland,730,Randers Kommune,880853,"Sødringholm Hgd., Sødring"
1082,Midtjylland,730,Randers Kommune,880951,"Binderup By, Udbyneder"
1082,Midtjylland,730,Randers Kommune,880952,"Bjerre By, Udbyneder"
1082,Midtjylland,730,Randers Kommune,880953,"Fuglsø, Udbyneder"
1082,Midtjylland,730,Randers Kommune,880954,"Klattrup By, Udbyneder"
1082,Midtjylland,730,Randers Kommune,880955,"Overgård Hgd., Udbyneder"
1082,Midtjylland,730,Randers Kommune,880956,"Udbyneder By, Udbyneder"
1082,Midtjylland,730,Randers Kommune,880957,"Udbyover By, Udbyneder"
1082,Midtjylland,730,Randers Kommune,881151,"Ilshøj By, Ø. Tørslev"
1082,Midtjylland,730,Randers Kommune,881152,"Knejsted By, Ø. Tørslev"
1082,Midtjylland,730,Randers Kommune,881153,"Tørring By, Ø. Tørslev"
1082,Midtjylland,730,Randers Kommune,881154,"Ø. Tørslev By, Ø. Tørslev"
1082,Midtjylland,730,Randers Kommune,890151,"Asferg By, Asferg"
1082,Midtjylland,730,Randers Kommune,890152,"Ejstrup By, Asferg"
1082,Midtjylland,730,Randers Kommune,890153,"Kåtrup, Asferg"
1082,Midtjylland,730,Randers Kommune,890251,"Fårup By, Fårup"
1082,Midtjylland,730,Randers Kommune,890252,"Ørrild By, Fårup"
1082,Midtjylland,730,Randers Kommune,890351,"Allestrupgård, Gassum"
1082,Midtjylland,730,Randers Kommune,890352,"Dyrby By, Gassum"
1082,Midtjylland,730,Randers Kommune,890353,"Gassum By, Gassum"
1082,Midtjylland,730,Randers Kommune,890354,"Hvidsten By, Gassum"
1082,Midtjylland,730,Randers Kommune,890355,"Randrup Gde., Gassum"
1082,Midtjylland,730,Randers Kommune,890356,"Søgård, Gassum"
1082,Midtjylland,730,Randers Kommune,890551,"Hald By, Hald"
1082,Midtjylland,730,Randers Kommune,890552,"Mostrup Gde., Hald"
1082,Midtjylland,730,Randers Kommune,890553,"Stovby By, Hald"
1082,Midtjylland,730,Randers Kommune,890651,"Kousted By, Kousted"
1082,Midtjylland,730,Randers Kommune,890652,"Terp By, Kousted"
1082,Midtjylland,730,Randers Kommune,890751,"Linde By, Linde"
1082,Midtjylland,730,Randers Kommune,890752,"Mejlby By, Linde"
1082,Midtjylland,730,Randers Kommune,890753,"Torsmark, Linde"
1082,Midtjylland,730,Randers Kommune,890851,"Hastrup By, Spentrup"
1082,Midtjylland,730,Randers Kommune,890852,"Jennum By, Spentrup"
1082,Midtjylland,730,Randers Kommune,890853,"Spentrup By, Spentrup"
1082,Midtjylland,730,Randers Kommune,890951,"Gjessinggård Hgd., Tvede"
1082,Midtjylland,730,Randers Kommune,890952,"Skalmstrup By, Tvede"
1082,Midtjylland,730,Randers Kommune,890953,"Tvede By, Tvede"
1082,Midtjylland,730,Randers Kommune,890954,"Tvede Gde., Tvede"
1082,Midtjylland,730,Randers Kommune,910451,"Amstrupgård, Haslund"
1082,Midtjylland,730,Randers Kommune,910452,"Haslund By, Haslund"
1082,Midtjylland,730,Randers Kommune,910453,"Haslund Ø, Haslund"
1082,Midtjylland,730,Randers Kommune,910454,"Sdr. Borup By, Haslund"
1082,Midtjylland,730,Randers Kommune,910455,"Tebbestrup By, Haslund"
1082,Midtjylland,730,Randers Kommune,911051,"Vorup By, Vorup"
1082,Midtjylland,730,Randers Kommune,911151,"Ommestrupjorden, Værum"
1082,Midtjylland,730,Randers Kommune,911152,"Værum By, Værum"
1082,Midtjylland,730,Randers Kommune,911153,"Værum Ø, Værum"
1082,Midtjylland,730,Randers Kommune,911351,"Askildrup By, Ølst"
1082,Midtjylland,730,Randers Kommune,911352,"Brusgård Hgd., Ølst"
1082,Midtjylland,730,Randers Kommune,911353,"Ginnerup By, Ølst"
1082,Midtjylland,730,Randers Kommune,911355,"Romalt By, Ølst"
1082,Midtjylland,730,Randers Kommune,911356,"Robdrup By, Ølst"
1082,Midtjylland,730,Randers Kommune,911357,"Trustrup By, Ølst"
1082,Midtjylland,730,Randers Kommune,911358,"Ølst By, Ølst"
1082,Midtjylland,730,Randers Kommune,911451,"Frisenvold, Ørum"
1082,Midtjylland,730,Randers Kommune,911452,"Jebjerg By, Ørum"
1082,Midtjylland,730,Randers Kommune,911453,"Rødsteder, Ørum"
1082,Midtjylland,730,Randers Kommune,911454,"Væth By, Ørum"
1082,Midtjylland,730,Randers Kommune,920151,"Albæk By, Albæk"
1082,Midtjylland,730,Randers Kommune,920152,"Hestehave, Albæk"
1082,Midtjylland,730,Randers Kommune,920153,"Tustrup Enge, Albæk"
1082,Midtjylland,730,Randers Kommune,920154,"Vestrup By, Albæk"
1082,Midtjylland,730,Randers Kommune,920155,"Østrup By, Albæk"
1082,Midtjylland,730,Randers Kommune,920251,"Bjergby By, Borup"
1082,Midtjylland,730,Randers Kommune,920252,"Borup By, Borup"
1082,Midtjylland,730,Randers Kommune,920253,"Brastrupgård, Borup"
1082,Midtjylland,730,Randers Kommune,920254,"Helsted By, Borup"
1082,Midtjylland,730,Randers Kommune,920255,"Kondrup By, Borup"
1082,Midtjylland,730,Randers Kommune,920351,"Bjellerup Ladegård, Dronningborg"
1082,Midtjylland,730,Randers Kommune,920352,"Dronningborg Hgd., Dronningborg"
1082,Midtjylland,730,Randers Kommune,920451,"Gimming By, Gimming"
1082,Midtjylland,730,Randers Kommune,920452,"Tjærby By, Gimming"
1082,Midtjylland,730,Randers Kommune,920551,"Harridslev By, Harridslev"
1082,Midtjylland,730,Randers Kommune,920552,"Lindbjerg By, Harridslev"
1082,Midtjylland,730,Randers Kommune,920553,"Mejlby By, Harridslev"
1082,Midtjylland,730,Randers Kommune,920554,"Torsmark, Harridslev"
1082,Midtjylland,730,Randers Kommune,920651,"Brastrupholm, Lem"
1082,Midtjylland,730,Randers Kommune,920652,"Lem By, Lem"
1082,Midtjylland,730,Randers Kommune,920751,"Mellerup By, Mellerup"
1082,Midtjylland,730,Randers Kommune,920851,"Blegvad, Råsted"
1082,Midtjylland,730,Randers Kommune,920852,"Ll. Hedegård, Råsted"
1082,Midtjylland,730,Randers Kommune,920853,"Kondrup By, Råsted"
1082,Midtjylland,730,Randers Kommune,920854,"Råsted By, Råsted"
1082,Midtjylland,730,Randers Kommune,920855,"Svejstrup By, Råsted"
1082,Midtjylland,730,Randers Kommune,920951,"Åstrup Gde., Støvring"
1082,Midtjylland,730,Randers Kommune,920952,"Støvring By, Støvring"
1082,Midtjylland,730,Randers Kommune,920953,"Støvringgård Hgd., Støvring"
1082,Midtjylland,730,Randers Kommune,930151,"Årslev By, Årslev"
1082,Midtjylland,730,Randers Kommune,930351,"Assentoft By, Essenbæk"
1082,Midtjylland,730,Randers Kommune,930352,"Drastrup By, Essenbæk"
1082,Midtjylland,730,Randers Kommune,930353,"Essenbækgård, Essenbæk"
1082,Midtjylland,730,Randers Kommune,930354,"Ladegårde, Essenbæk"
1082,Midtjylland,730,Randers Kommune,930355,"Tammestrup By, Essenbæk"
1082,Midtjylland,730,Randers Kommune,930453,"Fausing By, Fausing"
1082,Midtjylland,730,Randers Kommune,930751,"Fløjstrup By, Hørning"
1082,Midtjylland,730,Randers Kommune,930752,"Gundestrup By, Hørning"
1082,Midtjylland,730,Randers Kommune,930753,"Hørning By, Hørning"
1082,Midtjylland,730,Randers Kommune,930754,"Krogsager By, Hørning"
1082,Midtjylland,730,Randers Kommune,930755,"Lund By, Hørning"
1082,Midtjylland,730,Randers Kommune,930756,"Moeskær By, Hørning"
1082,Midtjylland,730,Randers Kommune,930757,"Råballe, Hørning"
1082,Midtjylland,730,Randers Kommune,930758,"Tustrup Hgd., Hørning"
1082,Midtjylland,730,Randers Kommune,930951,"Kristrup By, Kristrup"
1082,Midtjylland,730,Randers Kommune,930952,"Munkdrup By, Kristrup"
1082,Midtjylland,730,Randers Kommune,930953,"Paderup By, Kristrup"
1082,Midtjylland,730,Randers Kommune,930954,"Romalt By, Kristrup"
1082,Midtjylland,730,Randers Kommune,930955,"Stånum By, Kristrup"
1082,Midtjylland,730,Randers Kommune,930956,"Vilstrup Gde., Kristrup"
1082,Midtjylland,730,Randers Kommune,932051,"Ammelhede By, Virring"
1082,Midtjylland,730,Randers Kommune,932052,"Floes By, Virring"
1082,Midtjylland,730,Randers Kommune,932053,"Fløjstrup By, Virring"
1082,Midtjylland,730,Randers Kommune,932054,"Langkastrup By, Virring"
1082,Midtjylland,730,Randers Kommune,932055,"Virring By, Virring"
1082,Midtjylland,730,Randers Kommune,2006151,Randers Bygrunde
1082,Midtjylland,730,Randers Kommune,2006152,Randers Markjorder
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180151,"Brejning Hgd., Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180152,"Den nordvestlige Del, Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180153,"Den sydvestlige Del, Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180154,"Den vestlige Del, Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180155,"Opsund Gde., Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180156,"Randbæk By, Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180157,"Torhuse, Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180158,"Sandbæk Gde., Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180159,"Vægerskilde Gde., Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180251,"Strandgårde, Gammelsogn"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180351,"Astrup Gde., Hee"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180352,"Bratbjerg Gde., Hee"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180353,"Den mellemste Del, Hee"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180354,"Den nordlige Del, Hee"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180355,"Den sydlige Del, Hee"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180356,"Hindø, Hee"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180451,"Strandgårde, Holmsland Klit"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180452,"Søgård Hgd., Holmsland Klit"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180551,"Hovedejerlavet, Hover"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180552,"Muldbjerg By, Hover"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180651,"Fårborg, Sdr. Lem"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180652,"Holmgård, Sdr. Lem"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180653,"Ø. Lem By, Sdr. Lem"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180751,"Den nordlige Del, No"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180752,"Den sydlige Del, No"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180851,"Søgård Hgd., Nysogn"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180951,"Askov By, Nr. Omme"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180952,"Hovedejerlavet, Nr. Omme"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181251,"Alrum By, Stadil"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181252,"Hovedejerlavet, Stadil"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181253,"Næs Ø, Stadil"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181254,"Stadil Ø, Stadil"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181351,"Norden Åen, Tim"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181352,"Sønden Åen, Tim"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181451,"Præstegården, Torsted"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181551,"Bjerregård, Vedersø"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181552,"Hovedejerlavet, Vedersø"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181651,"Den nordlige Del, Velling"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181652,"Kratenge, Velling"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181653,"Velling Mærsk, Velling"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181654,"Nørby By, Velling"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181655,"Venner By, Velling"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181656,"Vennergård, Velling"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181657,"Hedegård, Velling"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181751,"Degneboligen, Ølstrup"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181851,"Husby Klit, Husby"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200151,"Bindesbøl, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200152,"Gråhede By, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200153,"Gundesbøl By, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200154,"Gyris, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200155,"Ådum Kirkeby, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200156,"Odderup By, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200157,"Tøstrup By, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200158,"Skodsbøl, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200159,"Stovstrup By, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200160,"Rosendal By, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200161,"Vittarp By, Ådum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200251,"Brosbøl, Egvad"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200252,"Foersum By, Egvad"
